code;name;produkmui;nilai;label;ingredients;ing0;ing1;ing2;ing3;ing4;ing5;ing6;ing7;ing8;ing9;ing10;ing11;ing12;ing13;ing14;ing15;ing16;ing17;ing18;ing19;ing20;ing21;ing22;ing23;ing24;ing25;ing26;ing27;ing28;ing29;ing30;ing31;ing32;cert_bodies;expired;homepage;location
1181;Olatte Minuman Milky,Fruity Peach;Milky fruity minuman susu rasa anggur;2,14286E+16;0;air,sirup jagung tinggi fruktosa,susu skim bubuk,konsentrat sari buah persik,penstabil kalsium laktat,maltodekstrin,pengatur keasaman,perisa alami persik,pemanis buatan sukralosa;air; sirup jagung tinggi fruktosa; susu skim bubuk; konsentrat sari buah persik; penstabil kalsium laktat; maltodekstrin; pengatur keasaman; perisa almi persik; pemanis buatan sukralosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1182;Ayam Brand sardens Oval;Ayam belanda  brand canned sardens in tomato sauce;2,14286E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1184;Piattos Premium Snack Kentang Barbeque With Black Pepper;Premium 2/ premium black pepper;2,14286E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1185;Roma Biscuit Susu + Selai Slai O'lai Blueberry;Roma biscuit sandwich dengan selai nanas;2,14286E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1186;Roma Biscuit Susu + Selai Slai O'lai Strawberry;Roma biscuit sandwich dengan selai nanas;2,14286E+16;0;tepung terigu,minyak nabati,antioksidan bha,gula,glukosa,fruktosa,susu bubuk,gliserin,sari buah stroberi,puree apel,garam,pengemulsi lesitin kedelai,pengatur keasaman,pengembang,penstabil nabati,kalsium karbonat,perisa stroberi,perisa susu,Vanili,pewarna makanan,karamel,karmoisin ci,premiks vitamin,vitamin b,vitamin b,vitamin b,vitamin b;tepung terigu; minyak nabati antioksidan bha; gula; glukosa; fruktosa; susu bubuk; gliserin; sari buah stroberi; puree apel; garam; pengemulsi lesitin kedelai; pengatur keasaman; pengembang; penstabil nabati; kalsium karbonat; perisa stroberi; perisa susu; vanilli; pewarna makanan karamel; karmoisin ci ; premiks vitamin b;b;b;b;;;;;;;;;;;;;
1190;Pro Chiz Keju Gold;Filling keju defina gold;2;0;air,keju cheddar,pengental pati modifikasi asam,minyak nabati,pengemulsi,garam,pengatur keasaman,asam laktat,perisa alami keju,pengawet,susu bubuk tanpa lemak,pewarna anato ci;air; keju cheddar; pengental pati modifikasi asam; minyak nabati; pengemulsi; garam; pengatur keasaman,asam laktat; perisa alami keju; pengawet; susu bubuk tanpa lemak; pewarna anato ci;;;;;;;;;;;;;;;;;;;;;;;;;;
1193;Jele Minuman Collagen;Minuman coklat;2;0;air,konsentrat sari buah anggur,konsentrat sari buah lemon,serat,sirup fruktosa,gula,penstabil,karagen,gom kacang lokus,kolagen ikan,pengatur keasaman,asam sitrat,perisa artifisial Stroberi,pengawet,natrium benzoat,kalium sorbat,vitamin c,pemanis buatan,Asesulfam k,sukralosa;air; konsentrat sari buah anggur ; konsentrat sari buah lemon ; serat; sirup fruktosa; gula; penstabil karagenen; gom kacang lokus; kolagen ikan; pengatur keasaman,asam sitrat; perisa artifisial strawberry; pengawet natrium benzoat,kalium sorbat; vitamin c ; pemanis buatan assesulfam k,sukralosa;;;;;;;;;;;;;;;;;;;;;;;
1194;Pro Chiz Keju;Keju spesial;2;0;keju cheddar,air,pati termodifikasi,minyak nabati,garam,pengemulsi,dinatrium fosfat,natrium sitrat,natrium heksametafosfaat,susu bubuk tanpa lemak,pengawet,kalsium sorbat,nisin,pewarna makanan anato ci ;keju cheddar; air; pati termodifikasi; minyak nabati; garam; pengemulsi dinatrium fosfat; natrium sitrat; natrium heksametafosfaat; susu bubuk tanpa lemak; pengawet kalsium sorbat; nisin; pewarna makanan anato ci ;;;;;;;;;;;;;;;;;;;;;;;;;
1195;Monde Biscuit Piebis;Ojo piebis;2;0;tepung terigu,gula,lemak reroti,antioksidan bha,pengembang,amonium bikarbonat,garam,perisa artifisial almon;tepung terigu; gula; lemak reroti antioksidan bha; pengembang amonium bikarbonat; garam; perisa artifisial almon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1196;Aqua Galon;Pegangan galon;2;0;air mineral;air mineral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1197;Indomaret Teng Teng Noga Mente;Teng teng;2;0;mente,gula,garam;mente; gula; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1199;Mister Potato Snack To Go Crisps Roasted Beef;Roasted beef;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200;Selma Blanched Almonds Slice;Frozen blanched fried sweet potato slice;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1201;Nestum Bubur Cereal Multigrain Cokelat;Nestum susu,amp,cokelat;2;0;serealia,gandum utuh,ekstrak malt,beras,jagung,sukrosa,bubuk kakao,mineral,susu skim bubuk,perisa alami,krimer nabati,premiks vitamin,vitamin c,perisa alami,pemanis alami glikosida steviol;serealia gandum utuh; ekstrak malt; beras; jagung; sukrosa; bubuk kakao;  mineral; susu skim bubuk; perisa alami; krimer nabati; premiks vitamin,vitamin c; perisa alami; pemanis alami glikosida steviol;;;;;;;;;;;;;;;;;;;;;;;;
1203;Buavita Apple;Buavita;2;0;air,sari buah apel,sukrosa,pangatur keasaman,asam sitrat,natrium sitrat,vitamin c,perisa identik alami apel,garam,pewarna alami karamel kelas iv,vitamin a,antioksidan alfa tokoferol;air; sari buah apel ; sukrosa; pangatur keasaman asam sitrat  natrium sitrat; vit c; perisa identik alami apel; garam; pewarna alami karamel kelas iv; vit a antioksidan alfa tokoferol;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1204;Indomaret Snack Pang-Pang;Banahot;2;0;tepung terigu,ubi,minyak goreng,garam,bawang merah,gula pasir,bumbu rempah;tepung terigu; ubi; minyak goreng; garam; bawang merah; gula pasir; bumbu rempah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1205;Greenday For Kids Crispy Broccoli;Greenday kids demam;2;0;brokoli,minyak beras,garam;brokoli ; minyak beras; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1206;Nissin Walens Blueberry Soes Pck;Nissin - soes kering;2;0;telur,tepung terigu,gula,lemak nabati,margarin,susu bubuk,pengembang,amonium bikarbonat,garam,perisa sintetik bluberi,pengemulsi lesitin kedelai,pengatur asam sitrat,pewarna;telur; tepung terigu; gula; lemak nabati; margarin; susu bubuk; pengembang amonium bikarbonat; garam; perisa sintetik bluberi; pengemulsi lesitin kedelai; pengatur asam sitrat; pewarna;;;;;;;;;;;;;;;;;;;;;;;;;
1207;Indomaret Kuaci;Indomaret samosa;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1208;Weston Biscuit Bagelan Butter Kecil;Honey butter biscuit;2;0;tepung terigu,gula,garam,ragi,mentega,susu bubuk,telur,butter,kalsium propionat,pengemulsi;tepung terigu; gula; garam; ragi; mentega; susu bubuk; telur; butter; kalsium propionat; pengemulsi;;;;;;;;;;;;;;;;;;;;;;;;;;;
1209;Lotus Biscoff Biscuit Karamel;Doughnut lotus biscoff;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1212;Kraft Sandwich Oreo Strawbery Creme;Suparma sandwich ribbed kraft paper;2;0;gula,tepung terigu,minyak nabati,antioksidan tbhq,bubukserbuk cokelat,sirup fruktosa,pati jagung,garam,pengembang,amonium,natrium bikarbonat,pengemulsi,lesitin kedelai,perisa Stroberi,Vanili,pengatur keasaman,asam sitrat,pewarna,karmin-ci,bubuk Stroberi;gula; tepung terigu; minyak nabati antioksidan tbhq; bubukserbuk coklat; sirup fruktosa; pati jagung; garam; pengembang amonium  natrium bikarbonat; pengemulsi lesitin kedelai; perisa strawberry,vanilla; pengatur keasaman,asam sitrat; pewarna karminci ; bubuk strowberry;;;;;;;;;;;;;;;;;;;;;;;;
1213;Mama Mie Instant Noodles Kimchi;Myojo instant noodles;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1214;Tango Drink Creamio Banana Pudding;Banana drink,series;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1215;Loacker Wafer Quadratini Cocoa,Milk;Cremfil milk cocoa;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1216;Mizone Move On Minuman Isotonik Starfruit;Minuman isotonik;2;0;air,fruktosa,pengatur keasaman,gula,perisa sintetik,ekstrak teh putih,natrium klorida,trinatrium sitrat,kalium karbonat,kalium klorida,pengawet,pemanis buatan,penstabil nabati,sekuestran,premiks vitamin;air; fruktosa; pengatur keasaman; gula; perisa sintetik; ekstrak teh putih; natrium klorida; trinatrium sitrat; kalium karbonat; kalium klorida; pengawet; pemanis buatan; penstabil nabati; sekuestran; premiks vitamin;;;;;;;;;;;;;;;;;;;;;;
1217;Mizone Mood Up Minuman Isotonik Cranberry;Minuman isotonik;2;0;air,fruktosa,pengatur keasaman,gula,perisa sintetik,ekstrak teh putih,natrium klorida,trinatrium sitrat,kalium karbonat,kalium klorida,pengawet,pemanis buatan,penstabil nabati,sekuestran,premiks vitamin;air; fruktosa; pengatur keasaman; gula; perisa sintetik; ekstrak teh putih; natrium klorida; trinatrium sitrat; kalium karbonat; kalium klorida; pengawet; pemanis buatan; penstabil nabati; sekuestran; premiks vitamin;;;;;;;;;;;;;;;;;;;;;;
1218;Picnic Dodol Garut;Dodol tanpa santan;2;0;gula pasir,Tepung Ketan,santan kelapa,gula merah,lemak sapi,minyak sayur,tepung terigu,cokelat,susu,garam,mentega,vanili;gula pasir; tepung beras ketan; santan kelapa; gula merah; lemak sapi; minyak sayur; tepung terigu; coklat; susu; garam; mentega; vanili;;;;;;;;;;;;;;;;;;;;;;;;;
1219;Inaco Jelly Mini,15'S;Fitkom mini c;2;0;air,gula,nata de coco,karagen,pengatur keasaman,asam sitrat,perisa,mangga,anggur,leci,stroberi,jeruk,nanas,sari buah,mangga,anggur,leci,Stroberi,jeruk,nanas,pengatur kalium sorbat,pewarna makanan,poceau r ci,tartrazin ci,kuning fcf ci,biru berlian ci,karmoisin ci ;air; gula; nata de coco; karagenan; pengatur keasaman,asam sitrat; perisa mangga; anggur; leci; stroberi; jeruk; nanas; sari buah mangga; anggur; leci; stropberi; jeruk; nanas; pengatur kalium sorbat; pewarna makanan poceau r ci ; tartrazin ci ; kuning fcf ci ; biru berlian ci ; karmoisin ci ;;;;;;;;;;;;;;
1220;Lay's Snack Potato Chips Saus Krim,Onion;Dlala original potato chips;2;0;kentang,minyak kelapa sawit,bumbu rasa saus krim,bawang,susu,kedelai,gandum,bawang merah bubuk,penguat rasa,mononatrium glutamat,dinatrium ribonukleotida,serpihan daun peterseli ;kentang ; minyak kelapa sawit; bumbu rasa saus krim,bawang susu ; kedelai; gandum; bawang merah bubuk ; penguat rasa mononatrium glutamat; dinatrium ribonukleotida; serpihan daun peterseli ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221;Indomaret Kemplang Bulat;Kemplang;2;0;ikan tenggiri,tepung tapioka,minyak goreng,garam,telur,bumbu penyedap;ikan tenggiri; tepung tapioka; minyak goreng; garam; telur,bumbu penyedap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1222;Chrysanthemum Granule;Herbadrink chrysanthemum;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223;Meiji Plain Crackers With Oat;Plain crackers;2;0;tepung terigu,minyak nabati,oat,mentega,garam,Natrium Bikarbonat,ekstrak malt barley,tepung malt,ragi,bubuk miso,perlakuan tepung,pati jagung,amonium klorida,kalsium karbonat;tepung terigu ; minyak nabati; oat; mentega; garam; bahan pengembang natrium bikarbonat; ekstrak malt barley; tepung malt; ragi; bubuk miso; perlakuan tepung pati jagung; amonium klorida; kalsium karbonat;;;;;;;;;;;;;;;;;;;;;;;;
1224;Aim Crackers Crispy;Bumbu crispy serbaguna;2;0;tepung terigu,minyak nabati,gula pasir,tepung tapioka,perisa ayam,aspartam,pengembang,amonium bikarbonat,natrium bikarbonat,garam,malt,pewarna tartrazin;tepung terigu; minyak nabati; gula pasir; tepung tapioka; perisa ayam aspartam; pengembang amonium bikarbonat  natrium bikarbonat; garam; malt; pewarna tartrazin;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1225;Arnott's Biscuit Nyam-Nyam Fntasy Stick Sparkling Choco;Choco stick;2;0;tepung terigu,gula,minyak nabati,whey,cokelat bubuk,sirup fruktosa,garam,maltodekstrin,pengemulsi,lesitin kedelai,pengembang,natrium bikarbonat,perisa artifisial Vanili,pewarna makanan,tartrazin ci ,kuning fcf ci,biru ci ;tepung terigu; gula; minyak nabati; whey; coklat bubuk; sirup fruktosa; garam; maltodekstrin; pengemulsi lesitin kedelai; pengembang natrium bikarbonat; perisa artifisial vanila; pewarna makanan tartrazin ci no; kuning fcf ci,biru ci ;;;;;;;;;;;;;;;;;;;;;;;;
1226;Aik Cheong Coffee Cafe Art Cappuccino;Aneka coffee;2;0;krimer nabati,gula,kopi instant,kopi mikro;krimer nabati; gula;,kopi instant;,kopi mikro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227;Abc Kopi+Susu+Coklat Mocca;Semir mocca;2;0;gula,kopi bubuk,krimer nabati,cokelat bubuk,perisa moka;gula; kopi bubuk; krimer nabati; coklat bubuk; perisa moka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1228;Pronas Corned Chicken;Bento;2;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1229;Happy Pop Snack Popriginal;Binbon pop snack pang pang;2;0;jagung,bumbu rasa original,minyak kelapa sawit;jagung; bumbu rasa original; minyak kelapa sawit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1230;Biscuit Nyam-Nyam Fantasy Stick Strawberry;Biscuit kokola delicious strawberry puff;2;0;tepung terigu,gula,minyak nabati,whey,maltodekstrin,sirup fruktosa,garam,pengemulsi,lesitin kedelai,pengembang,natrium bikarbonat,pengatur keasaman,asam sitrat,perisa identik alami stroberi,pewarna makanan,eritrosin ci ,tartrasin ci ;tepung terigu; gula; minyak nabati; whey; maltodekstrin; sirup fruktosa; garam; pengemulsi lesitin kedelai; pengembang natrium bikarbonat; pengatur keasaman,asam sitrat; perisa identik alami stroberi; pewarna makanan eritrosin ci no; tartrasin ci ;;;;;;;;;;;;;;;;;;;;;;;;
1231;Kolln Crunchy Muesli Honey Nut;Granolab muesli original honey;2;0;serpihan oat,gula,pengawet sulfit,minyak nabati,tepung gandum,serpihan gandum,sirup glukosa,fruktosa,kacang-kacangan,kacang almond,kacang hezelnut,kacang mede,madu,tepung oat,ekstrak barley malt,garam,perisa alami Vanili ;serpihan oat ; gula pengawet sulfit; minyak nabati; tepung gandum; serpihan gandum ; sirup glukosa,fruktosa; kacangkacangan ; kacang almond ; kacang hezelnut ; kacang mede ; madu ; tepung oat ; ekstrak barley malt; garam; perisa alami vanilla ;;;;;;;;;;;;;;;;;;;;;;
1232;Lotte Choco Pie Marsmallow 6'S;Banana choco pie;2;0;tepung terigu,cokelat compound,sirup glukosa,gula,lemak nabati,antioksidan tokoferol,pengemulsi,gliserol,lesitin kedelai,mo,digliserida asam lemak,pgpr,telur,Dekstrosa,pati termodifikasi penstabil,gelatin sapi,monokalsium fosfat,gom xanthan,pengembang,natrium bikarbonat,Amonium Bikarbonat,sirup fruktosa,pengawet kalium sorbat,perisa artifisial Vanili,protein susu terhidrolisa;tepung terigu; coklat compound; sirup glukosa; gula; lemak nabati antioksidan tokoferol; pengemulsi gliserol; lesitin kedelai; mono,digliserida asam lemak; pgpr; telur; dextrosa; pati termodifikasi penstabil gelatin sapi; monokalsium fosfat; gom xanthan; pengembang natrium bikarbonat; amonium bikarbonat garam; sirup fruktosa; pengawet kalium sorbat; perisa artifisial vanila; protein susu terhidrolisa;;;;;;;;;;;;;;;;;
1233;Indomaret Kemplang Mini;Mini pizaa;2;0;ikan tenggiri,tepung tapioka,minyak goreng,garam,telur,bumbu penyedap;ikan tenggiri; tepung tapioka; minyak goreng; garam; telur,bumbu penyedap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1234;Oatbits Oat8 Biscuit Havermout Almond;Oatbits oat 8 almond;2;0;gula,tepung terigu,oat,minyak nabati,almond,tepung telur,Amonium Bikarbonat,natrium bikarbonat,glukosa,kalsium karbonat,perisa identik alami almond antioksidan tokoferol,garam,pengemulsi lesitin kedelai;gula; tepung terigu; oat ; minyak nabati; almond ; tepung telur; bahan pengembang amonium bikarbonat; natrium bikarbonat; glukosa; kalsium karbonat; perisa identik alami almond antioksidan tokoferol; garam; pengemulsi lesitin kedelai;;;;;;;;;;;;;;;;;;;;;;;;
1235;Arnott's Biscuit Nyam-Nyam Bubble Puff Choco;Choco puff;2;0;gula,lemak nabati,jagung,beras,cokelat bubuk,whey,maltodekstrin,pengemulsi,lesitin kedelai,perisa artifisial Vanili,garam,pewarna makanan,kuning fcf ci,tartrazin ci,entrosin ci,Biru Berlian ci,tepung terigu;gula; lemak nabati; jagung; beras; coklat bubuk; whey; maltodekstrin; pengemulsi lesitin kedelai;perisa artifisial vanila; garam; pewarna makanan kuning fcf ci ; tartrazin ci ; entrosin ci ; biru berliar ci,tepung terigu;;;;;;;;;;;;;;;;;;;;;;;
1236;Filippo Berio Olive Oil Mild,Light Spray;Tropicana slim extra virgin olive oil spray;1875;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1237;Mi Gemez Snack Mie Kering Enak Fam Pack Spicy;Mi kering mie 52,mb 52;1875;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1238;Fox's Candy Crystal Clear Berries;Aphroderma crystal clear toner;1,81818E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1239;Quaker Oatcooking Oatmeal,Reff Biru;Quaker  oatmeal instan,instant oatmeal;1,81818E+16;0;terbuat dari oat;terbuat dari oat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1240;Brio Crispy Biscuit Cracker Go Potato;Beef balls with crispy potato;1,81818E+16;0;tepung terigu,kentang asli,gula,minyak nabati,perisa kentang,susu bubuk,garam,glukosa,pengembang,amonium bikarbonat,natrium bikarbonat,pengemulsi lesitin kedelai monosodium glutamat,enzim protease,pewarna makanan tartrazine ci ;tepung terigu; kentang asli; gula; minyak nabati; perisa kentang; susu bubuk; garam; glukosa; pengembang amonium bikarbonat,natrium bikarbonat; pengemulsi lesitin kedelai monosodium glutamat; enzim protease; pewarna makanan tartrazine ci ;;;;;;;;;;;;;;;;;;;;;;;;;
1241;X'tragin Minuman Red Gringer Mix Collagen;Minuman rasa keju red velvet;1,81818E+16;0;gula,jahe merah,collagen,ekstrak sereh,ekstrak kulit manggis,ekstrak madu,vitamin c;gula; jahe merah; collagen; ekstrak sereh; ekstrak kulit manggis; ekstrak madu; vitamin c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1242;Aik Cheong Cafe Art Matcha;Birdy latte cafe matcha;1,81818E+16;0;krimer nabati,gula,tehhijau;krimer nabati; gula; tehhijau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1243;Tok-Poki Korean Street Food K-Bunsik;Tteokbokki spicy korean burger;1,81818E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1244;Roma Biscuit Susu+Selai Slai O'lai Strawberry;Biscuit kokola delicious strawberry puff;1,81818E+16;0;tepung terigu,minyak nabati,gula,glukosa,fruktosa,gliserin,puree apel,susu bubuk,garam,pengemulsi lesitin kedelai,pengatur keasaman,penstabil nabati,pengembang,kalsium karbonat,konsentrat stroberi,perisa sintetik,pewarna makanan,premiks vitamin;tepung terigu; minyak nabati; gula; glukosa; fruktosa; gliserin; puree apel; susu bubuk; garam; pengemulsi lesitin kedelai; pengatur keasaman; penstabil nabati; pengembang; kalsium karbonat; konsentrat stroberi; perisa sintetik; pewarna makanan; premiks vitamin;;;;;;;;;;;;;;;;;;;
1245;Bintang Radler 0.0 Blackcurrant,Lime;Es / blackcurrant;1,81818E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1246;Monde Selected Biscuit;Monde geneviene assorted biscuit;1,81818E+16;0;tepung terigu,mentega,gula,telur,kelapa bubuk,soda kue,glukosa,garam,kismis,vanili;tepung terigu; mentega; gula; telur; kelapa bubuk; soda kue; glukosa; garam; kismis; vanili;;;;;;;;;;;;;;;;;;;;;;;;;;;
1247;Nong Shim Instant Noodle Shin Ramyun Spicy Mushroom;Duck brand instant fried noodle spicy mayo cheese;1,76471E+16;0;tepung gandum,minyak nabati,pati kentang,garam,pengatur keasaman,saus berperisa sayuran,pewarna alami riboflavin,ekstrak teh hijau,garam,penguat rasa,hidrolisa protein nabati,cabai bubuk,rempah rempah,gula,pasta kedelai bubuk,ekstrak ragi,minyak nabati,jamur,tepung jagung,ekstak cabai,sirup malt,maltodekstrin,pewarna alami karamel i,kucai kering,kubis kering,jamur kering,wortel kering,cabai kering;mie tepung gandum; minyak nabati; pati kentang; garam; pengatur keasaman; saus berperisa sayuran; pewarna alami riboflavin; ekstrak teh hijau bumbu garam; penguat rasa; hidrolisa protein nabati; cabe bubuk; rempah; gula; pasta kedelai bubuk; ekstrak ragi; minyak nabati; jamur; tepung jagung; ekstak cabe; sirup malt; maltodekstrin; pewarna alami karamel i sayuran kucai kering; kubis kering; jamur kering; wortel kering; cabai kering;;;;;;;;;;;
1248;Haribo Candy Gummy Gold Bears;Doughnut cadbury gummy bears;1,66667E+16;0;sirup glukosa,gula,gelatin sapi,dekstrosa,konsentrat sari buah,apel,stroberi,Raspberry,jeruk,jeruk nipis,nanas,pengatur keasaman,asam sitrat,konsentrat buah,sayur,jelatang,apel,elderberi,jeruk,aronia,mangga,markisa,anggur merah,perisa identik alami,minyak nabati pelapis,lilin malam,karnauba,perisa alami,konsentrat safflower,ekstrak eldeberi produk ini tidak babi atau bahan baku babi;sirup glukosa; gula; gelatin sapi; dekstrosa; konsentrat sari buah apel; stroberi; raspberi; jeruk; jeruk nipis; nanas; pengatur keasaman,asam sitrat; konsentrat buah,sayur jelatang; apel; elderberi; jeruk; aronia; mangga; markisa; anggur merah;perisa identik alami; minyak nabati pelapis lilin malam,karnauba; perisa alami konsentrat safflower; ekstrak eldeberi produk ini tidak babi atau bahan baku babi;;;;;;;;;;;;;;
1249;Kraft Cheese Single High Calcium 10S Plain;Kraft cheese cubes;1,66667E+16;0;keju cheddar,susu bubuk,minyak nabati,pati nabati,pengemulsi,dinatrium fosfat,mononatrium fosfat tri kalsium fosfat,garam,pengawet kalium sorbat,nisin,pewarna annatto,ci,air,min,lemak,db;keju cheddar; susu bubuk; minyak nabati; pati nabati; pengemulsi dinatrium fosfat; mononatrium fosfat tri kalsium fosfat; garam; pengawet kalium sorbat; nisin; pewarna annatto ci ; air; min ; lemak db;;;;;;;;;;;;;;;;;;;;;;;;
1250;Pro Chiz Keju Gold Slice 12'S;Filling keju defina gold;1,66667E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1251;Fox's Candy Fruits;Coklat candy;1,66667E+16;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
